,points_range,deslen,price_range,variety,province
2563,85-89,235,10-19,Bonarda,Mendoza Province
2564,85-89,233,10-19,Bonarda,Mendoza Province
2565,80-84,265,10-19,Malbec,Mendoza Province
2566,80-84,228,10-19,Malbec,Mendoza Province
2567,90-94,449,100+,Malbec-Cabernet Sauvignon,Mendoza Province
2568,85-89,282,20-29,Torrontés,Other
2569,90-94,292,20-29,Malbec,Mendoza Province
2570,90-94,376,10-19,Red Blend,Mendoza Province
2571,80-84,189,10-19,Sparkling Blend,Mendoza Province
2572,80-84,210,10-19,Malbec,Mendoza Province
2573,80-84,189,10-19,Sauvignon Blanc,Mendoza Province
2574,85-89,318,60-79,Cabernet Sauvignon,Other
2575,85-89,357,40-49,Malbec,Mendoza Province
2576,85-89,227,10-19,Chardonnay,Mendoza Province
2577,85-89,296,10-19,Malbec,Mendoza Province
2578,85-89,197,10-19,Torrontés,Other
2579,85-89,207,10-19,Malbec,Mendoza Province
2580,85-89,284,20-29,Malbec,Mendoza Province
2581,80-84,250,10-19,Cabernet Sauvignon,Mendoza Province
2582,80-84,216,10-19,Malbec,Mendoza Province
2583,80-84,205,10-19,Malbec,Mendoza Province
2584,80-84,199,10-19,Torrontés,Other
2585,85-89,272,30-39,Malbec,Mendoza Province
2586,90-94,251,10-19,Malbec,Mendoza Province
2587,90-94,323,10-19,Malbec,Mendoza Province
2588,90-94,232,20-29,Cabernet Sauvignon,Mendoza Province
2589,90-94,222,20-29,Malbec,Mendoza Province
2590,90-94,240,10-19,Cabernet Franc,Mendoza Province
2591,90-94,305,20-29,Red Blend,Mendoza Province
2592,90-94,291,40-49,Malbec,Mendoza Province
2593,90-94,273,20-29,Bordeaux-style Red Blend,Mendoza Province
2594,90-94,267,10-19,Malbec,Mendoza Province
2595,90-94,258,30-39,Malbec,Mendoza Province
2596,90-94,369,80-99,Malbec,Mendoza Province
2597,90-94,274,40-49,Malbec-Cabernet Sauvignon,Mendoza Province
2598,90-94,365,60-79,Malbec,Mendoza Province
2599,90-94,348,100+,Malbec-Cabernet Sauvignon,Mendoza Province
2600,90-94,350,40-49,Malbec,Mendoza Province
2601,90-94,329,80-99,Malbec,Mendoza Province
2602,90-94,397,100+,Malbec,Mendoza Province
2603,85-89,256,10-19,Chardonnay-Viognier,Mendoza Province
2604,80-84,279,10-19,Torrontés,Mendoza Province
2605,90-94,270,20-29,Malbec,Mendoza Province
2606,80-84,188,10-19,Malbec,Mendoza Province
2607,85-89,231,10-19,Malbec,Mendoza Province
2608,90-94,340,30-39,Malbec,Mendoza Province
2609,85-89,211,10-19,Malbec,Mendoza Province
2610,80-84,192,10-19,Chardonnay,Mendoza Province
2611,80-84,239,10-19,Torrontés,Other
2612,80-84,255,20-29,Malbec,Mendoza Province
2613,90-94,313,40-49,Cabernet Sauvignon,Mendoza Province
2614,80-84,206,10-19,Malbec,Mendoza Province
2615,80-84,149,10-19,Merlot,Mendoza Province
2616,80-84,169,10-19,Malbec,Mendoza Province
2617,80-84,163,10-19,Malbec,Mendoza Province
2618,80-84,225,10-19,Malbec,Mendoza Province
2619,80-84,185,10-19,Cabernet Sauvignon,Mendoza Province
2620,90-94,338,60-79,Bordeaux-style Red Blend,Mendoza Province
2621,90-94,238,50-59,Malbec,Mendoza Province
2622,90-94,317,20-29,Malbec,Mendoza Province
2623,90-94,326,100+,Malbec,Mendoza Province
2624,85-89,286,20-29,Cabernet Sauvignon,Mendoza Province
2625,85-89,263,40-49,Red Blend,Mendoza Province
2626,85-89,152,10-19,Cabernet Sauvignon,Mendoza Province
2627,85-89,253,10-19,Malbec,Mendoza Province
2628,90-94,282,30-39,Cabernet Franc,Mendoza Province
2629,85-89,216,10-19,Malbec,Mendoza Province
2630,85-89,308,40-49,Malbec,Mendoza Province
2631,85-89,226,10-19,Malbec,Mendoza Province
2632,85-89,255,30-39,Malbec,Mendoza Province
2633,80-84,272,10-19,Malbec,Mendoza Province
2634,80-84,253,10-19,Torrontés,Mendoza Province
2635,80-84,150,10-19,Syrah,Other
2636,80-84,198,10-19,Malbec,Mendoza Province
2637,80-84,129,30-39,Red Blend,Mendoza Province
2638,90-94,327,20-29,Malbec,Mendoza Province
2639,90-94,320,20-29,Malbec,Mendoza Province
2640,90-94,271,20-29,Malbec,Mendoza Province
2641,95-99,363,100+,Malbec,Mendoza Province
2642,85-89,225,30-39,Chardonnay,Mendoza Province
2643,85-89,336,10-19,Malbec,Mendoza Province
2644,85-89,197,30-39,Bordeaux-style Red Blend,Mendoza Province
2645,90-94,280,60-79,Red Blend,Mendoza Province
2646,85-89,215,10-19,Malbec,Mendoza Province
2647,85-89,254,20-29,Merlot,Mendoza Province
2648,85-89,199,20-29,Sauvignon Blanc,Other
2649,80-84,164,10-19,Malbec,Mendoza Province
2650,80-84,163,10-19,Malbec,Mendoza Province
2651,80-84,162,10-19,Bordeaux-style Red Blend,Mendoza Province
2652,80-84,232,10-19,Malbec,Mendoza Province
2653,80-84,211,10-19,Pinot Grigio,Mendoza Province
2654,80-84,155,20-29,Chardonnay,Mendoza Province
2655,85-89,264,10-19,Malbec,Mendoza Province
2656,85-89,225,10-19,Malbec,Mendoza Province
2657,85-89,234,40-49,Red Blend,Other
2658,85-89,293,10-19,Cabernet Sauvignon,Mendoza Province
2659,80-84,195,10-19,Rosé,Mendoza Province
2660,80-84,174,10-19,Malbec,Mendoza Province
2661,85-89,261,10-19,Malbec,Mendoza Province
2662,85-89,229,10-19,Chardonnay,Mendoza Province
2663,85-89,219,10-19,Malbec,Other
2664,90-94,289,80-99,Malbec-Cabernet Sauvignon,Mendoza Province
2665,90-94,361,60-79,Cabernet Sauvignon,Mendoza Province
2666,80-84,146,10-19,Red Blend,Mendoza Province
2667,80-84,166,20-29,Sparkling Blend,Mendoza Province
2668,90-94,292,40-49,Malbec,Mendoza Province
2669,90-94,301,20-29,Malbec,Mendoza Province
2670,85-89,251,20-29,Malbec,Other
2671,80-84,242,20-29,Sauvignon Blanc,Other
2672,80-84,302,60-79,Pinot Noir,Mendoza Province
2673,80-84,303,10-19,Cabernet Sauvignon-Cabernet Franc,Other
2674,85-89,229,10-19,Chardonnay,Mendoza Province
2675,85-89,208,10-19,Cabernet Sauvignon,Mendoza Province
2676,85-89,207,10-19,Cabernet Sauvignon,Mendoza Province
2677,85-89,285,10-19,Torrontés,Other
2678,85-89,264,20-29,Malbec,Mendoza Province
2679,85-89,375,40-49,Chardonnay,Mendoza Province
2680,80-84,274,10-19,Red Blend,Mendoza Province
2681,80-84,233,10-19,Malbec-Cabernet Sauvignon,Mendoza Province
2682,80-84,211,10-19,Torrontés,Mendoza Province
2683,85-89,225,10-19,Cabernet Sauvignon,Mendoza Province
2684,85-89,314,20-29,Malbec,Mendoza Province
2685,85-89,186,10-19,Malbec,Mendoza Province
2686,85-89,262,10-19,Malbec,Mendoza Province
2687,90-94,409,80-99,Malbec,Mendoza Province
2688,90-94,340,100+,Malbec,Mendoza Province
2689,85-89,307,30-39,Red Blend,Mendoza Province
2690,85-89,283,40-49,Malbec,Mendoza Province
2691,80-84,153,10-19,Malbec,Mendoza Province
2692,80-84,212,10-19,Cabernet Sauvignon,Mendoza Province
2693,90-94,342,30-39,Red Blend,Mendoza Province
2694,90-94,367,50-59,Bordeaux-style Red Blend,Other
2695,90-94,293,30-39,Red Blend,Mendoza Province
2696,80-84,260,10-19,Chardonnay,Mendoza Province
2697,80-84,249,10-19,Chardonnay,Mendoza Province
2698,80-84,216,10-19,Sauvignon Blanc,Other
2699,90-94,350,100+,Bordeaux-style Red Blend,Mendoza Province
2700,90-94,363,60-79,Bordeaux-style Red Blend,Mendoza Province
2701,90-94,238,50-59,Malbec,Mendoza Province
2702,90-94,267,20-29,Cabernet Sauvignon,Mendoza Province
2703,90-94,225,10-19,Malbec,Mendoza Province
2704,90-94,252,40-49,Malbec,Mendoza Province
2705,90-94,233,20-29,Chardonnay,Mendoza Province
2706,85-89,222,20-29,Red Blend,Mendoza Province
2707,80-84,296,20-29,Pinot Noir,Mendoza Province
2708,80-84,161,10-19,Chardonnay,Mendoza Province
2709,80-84,332,20-29,Sauvignon Blanc,Other
2710,80-84,281,20-29,Red Blend,Mendoza Province
2711,90-94,233,20-29,Chardonnay,Mendoza Province
2712,80-84,199,10-19,Torrontés,Mendoza Province
2713,85-89,317,30-39,Malbec,Mendoza Province
2714,85-89,275,10-19,Malbec,Mendoza Province
2715,85-89,223,20-29,Malbec,Mendoza Province
2716,85-89,251,50-59,Malbec,Mendoza Province
2717,85-89,220,10-19,Malbec,Mendoza Province
2718,85-89,247,10-19,Cabernet Sauvignon,Mendoza Province
2719,90-94,417,40-49,Malbec,Mendoza Province
2720,85-89,222,20-29,Chardonnay,Other
2721,85-89,267,20-29,Malbec,Mendoza Province
2722,85-89,264,30-39,Malbec,Mendoza Province
2723,85-89,294,10-19,Malbec,Other
2724,90-94,276,40-49,Malbec,Mendoza Province
2725,85-89,277,10-19,Red Blend,Mendoza Province
2726,85-89,293,20-29,Malbec,Mendoza Province
2727,85-89,223,20-29,Malbec,Mendoza Province
2728,85-89,224,10-19,Bonarda,Mendoza Province
2729,85-89,213,10-19,Torrontés,Other
2730,85-89,196,10-19,Malbec-Cabernet Sauvignon,Mendoza Province
2731,90-94,373,60-79,Malbec-Cabernet Sauvignon,Mendoza Province
2732,90-94,322,50-59,Malbec,Mendoza Province
2733,90-94,334,20-29,Bordeaux-style Red Blend,Mendoza Province
2734,90-94,350,50-59,Cabernet Sauvignon,Mendoza Province
2735,90-94,288,40-49,Cabernet Sauvignon,Mendoza Province
2736,85-89,280,20-29,Malbec,Mendoza Province
2737,95-99,455,50-59,Red Blend,Mendoza Province
2738,90-94,322,20-29,Bordeaux-style Red Blend,Mendoza Province
2739,90-94,338,80-99,Malbec,Other
2740,90-94,319,50-59,Bordeaux-style Red Blend,Mendoza Province
2741,90-94,340,50-59,Bordeaux-style Red Blend,Mendoza Province
2742,90-94,312,100+,Bordeaux-style Red Blend,Mendoza Province
2743,90-94,353,50-59,Malbec,Mendoza Province
2744,90-94,267,50-59,Malbec,Mendoza Province
2745,90-94,302,10-19,Malbec,Mendoza Province
2746,90-94,286,20-29,Malbec,Mendoza Province
2747,85-89,190,10-19,Malbec,Other
2748,85-89,249,50-59,Red Blend,Mendoza Province
2749,80-84,204,30-39,Red Blend,Mendoza Province
2750,80-84,219,20-29,Malbec,Mendoza Province
2751,85-89,285,10-19,Cabernet Sauvignon,Mendoza Province
2752,85-89,329,20-29,Malbec,Other
2753,85-89,284,20-29,Red Blend,Mendoza Province
2754,85-89,235,10-19,Cabernet Sauvignon,Mendoza Province
2755,85-89,240,10-19,Rosé,Mendoza Province
2756,85-89,253,10-19,Torrontés,Other
2757,85-89,221,20-29,Malbec,Mendoza Province
2758,85-89,206,10-19,Malbec,Mendoza Province
2759,85-89,226,10-19,Malbec,Mendoza Province
2760,85-89,238,10-19,Torrontés,Mendoza Province
2761,85-89,201,10-19,Chenin Blanc-Chardonnay,Mendoza Province
2762,90-94,194,20-29,Bonarda,Mendoza Province
2763,80-84,246,10-19,Merlot,Mendoza Province
2764,90-94,307,40-49,Cabernet Sauvignon,Mendoza Province
2765,90-94,349,30-39,Red Blend,Mendoza Province
2766,85-89,219,10-19,Torrontés,Other
2767,80-84,274,<10,Chardonnay,Mendoza Province
2768,90-94,276,30-39,Red Blend,Mendoza Province
2769,90-94,215,30-39,Malbec-Cabernet Franc,Mendoza Province
2770,85-89,244,10-19,Torrontés,Other
2771,85-89,260,20-29,Malbec,Mendoza Province
2772,85-89,266,50-59,Cabernet Sauvignon,Mendoza Province
2773,85-89,292,20-29,Red Blend,Mendoza Province
2774,85-89,261,20-29,Chardonnay,Mendoza Province
2775,85-89,266,20-29,Cabernet Blend,Mendoza Province
2776,85-89,214,10-19,Cabernet Sauvignon,Mendoza Province
2777,90-94,298,20-29,Malbec,Mendoza Province
2778,80-84,213,20-29,Cabernet Sauvignon,Mendoza Province
2779,80-84,193,10-19,Chardonnay,Mendoza Province
2780,90-94,372,10-19,Bordeaux-style Red Blend,Mendoza Province
2781,80-84,251,10-19,Pinot Noir,Other
2782,80-84,266,10-19,Red Blend,Mendoza Province
2783,85-89,296,60-79,Nebbiolo,Mendoza Province
2784,85-89,228,10-19,Bonarda,Mendoza Province
2785,85-89,223,20-29,Malbec,Mendoza Province
2786,85-89,259,20-29,Malbec-Merlot,Other
2787,85-89,267,10-19,Malbec,Mendoza Province
2788,85-89,232,10-19,Malbec,Other
2789,85-89,271,20-29,Cabernet Sauvignon,Mendoza Province
2790,85-89,309,10-19,Cabernet Sauvignon,Other
2791,85-89,274,20-29,Sauvignon Blanc,Other
2792,85-89,271,10-19,Malbec-Syrah,Mendoza Province
2793,85-89,290,10-19,Cabernet Sauvignon,Mendoza Province
2794,85-89,281,10-19,Rosé,Mendoza Province
2795,85-89,208,30-39,Red Blend,Other
2796,80-84,226,10-19,Torrontés,Mendoza Province
2797,80-84,265,10-19,Malbec,Mendoza Province
2798,80-84,210,20-29,Malbec,Mendoza Province
2799,80-84,194,10-19,Malbec,Other
2800,80-84,248,10-19,Chardonnay,Mendoza Province
2801,90-94,290,20-29,Malbec,Other
2802,90-94,292,20-29,Malbec,Other
2803,90-94,344,60-79,Malbec,Mendoza Province
2804,90-94,350,60-79,Malbec,Mendoza Province
2805,85-89,191,10-19,Rosé,Mendoza Province
2806,85-89,309,20-29,Malbec,Mendoza Province
2807,85-89,286,20-29,Malbec,Mendoza Province
2808,85-89,304,60-79,Malbec,Other
2809,90-94,234,80-99,Malbec,Mendoza Province
2810,90-94,302,80-99,Malbec,Mendoza Province
2811,90-94,307,20-29,Malbec,Mendoza Province
2812,90-94,355,40-49,Malbec,Mendoza Province
2813,90-94,332,10-19,Malbec,Mendoza Province
2814,90-94,312,20-29,Red Blend,Mendoza Province
2815,90-94,350,50-59,Red Blend,Mendoza Province
2816,90-94,328,20-29,Malbec,Mendoza Province
2817,90-94,261,40-49,Malbec,Other
